question,answer
Khoa Lâm nghiệp phụ trách ngành nào và ngành nào được đào tạo tại Phân hiệu Ninh Thuận?,Khoa Lâm nghiệp phụ trách ngành Lâm học và ngành tại Phân hiệu Ninh Thuận là Công nghệ thông tin.
Khoa Công nghệ hóa học và thực phẩm phụ trách ngành nào và chương trình tiên tiến nào được đào tạo tại trường?,Khoa Công nghệ hóa học và thực phẩm phụ trách ngành Công nghệ kỹ thuật hóa học và chương trình tiên tiến là Công nghệ thực phẩm.
Khoa Chăn nuôi - Thú y phụ trách ngành nào và chương trình nâng cao nào được đào tạo tại trường?,Khoa Chăn nuôi - Thú y phụ trách ngành Chăn nuôi và chương trình nâng cao là Chăn nuôi.
Khoa Nông học phụ trách ngành nào và ngành nào được đào tạo tại Phân hiệu Gia Lai?,Khoa Nông học phụ trách ngành Nông học và ngành tại Phân hiệu Gia Lai là Nông học.
Khoa Công nghệ Sinh học phụ trách ngành nào và chương trình nâng cao nào được đào tạo tại trường?,Khoa Công nghệ Sinh học phụ trách ngành Khoa học sinh học và chương trình nâng cao là Công nghệ sinh học.
Khoa Môi trường và Tài nguyên phụ trách ngành nào và ngành nào được đào tạo tại Phân hiệu Ninh Thuận?,Khoa Môi trường và Tài nguyên phụ trách ngành Kỹ thuật Môi trường và ngành tại Phân hiệu Ninh Thuận là Kế toán.
Khoa Thủy sản phụ trách ngành nào và ngành nào được đào tạo tại Phân hiệu Gia Lai?,Khoa Thủy sản phụ trách ngành Nuôi trồng thủy sản và ngành tại Phân hiệu Gia Lai là Thú y.
Khoa Ngoại ngữ - Sư phạm phụ trách ngành nào và chương trình tiên tiến nào được đào tạo tại trường?,Khoa Ngoại ngữ - Sư phạm phụ trách ngành Sư phạm kỹ thuật nông nghiệp và chương trình tiên tiến là Bác sĩ thú y.
Khoa Kinh tế phụ trách ngành nào và ngành nào được đào tạo tại Phân hiệu Ninh Thuận?,Khoa Kinh tế phụ trách ngành Kinh tế và ngành tại Phân hiệu Ninh Thuận là Quản trị kinh doanh.
Trung tâm nào trực thuộc Trường Đại học Nông Lâm TP.HCM có website là http://htsv.hcmuaf.edu.vn?,TT hỗ trợ Sinh viên và Quan hệ Doanh nghiệp
Số điện thoại của khoa có website https://cnty.hcmuaf.edu.vn là gì?,28.38961711
Phòng trực thuộc trường nào có website là http://pdt.hcmuaf.edu.vn và phụ trách công tác đào tạo?,Phòng Đào tạo
Khoa nào trực thuộc trường có website là http://fit.hcmuaf.edu.vn và đào tạo chuyên ngành công nghệ thông tin?,Khoa Công nghệ Thông tin
Viện trực thuộc Trường Đại học Nông Lâm TP.HCM có số điện thoại 028.37220294 là viện nào?,Viện Nghiên cứu Công nghệ Sinh học và Môi trường
Đơn vị nào trực thuộc trường có số điện thoại là 028.38963346 và cung cấp dịch vụ cho sinh viên?,Trung tâm Dịch vụ Sinh viên
Trung tâm nào có website là http://cadas.hcmuaf.edu.vn và liên quan đến công nghệ địa chính?,Trung tâm Nghiên cứu và Ứng dụng Công nghệ Địa chính
Đơn vị nào thuộc trường có số điện thoại 028.35359097 và phụ trách thông tin truyền thông?,Phòng Thông tin và Truyền thông
Khoa đào tạo chuyên môn nào có số điện thoại là 028.38961708 và thuộc lĩnh vực kinh tế?,Khoa Kinh tế
Đơn vị nào trực thuộc trường có số điện thoại là 028.37245422 và nghiên cứu ứng dụng công nghệ?,Trung tâm Nghiên cứu và Ứng dụng Công nghệ Địa chính
Ngành nào được Khoa Cơ khí - Công nghệ phụ trách có liên quan đến ô tô?,Công nghệ kỹ thuật ô tô
Khoa nào đào tạo ngành Kỹ thuật điều khiển và tự động hóa?,Khoa Cơ khí - Công nghệ
"Khoa nào phụ trách ngành Công nghệ kỹ thuật năng lượng tái tạo, đồng thời có website là http://fme.hcmuaf.edu.vn?",Khoa Cơ khí - Công nghệ
Ngành Công nghệ Thông tin được đào tạo bởi khoa nào có số điện thoại 028.37242623?,Khoa Công nghệ Thông tin
Ngành Bất động sản thuộc khoa nào và khoa này có website nào?,"Khoa Quản lý đất đai và Bất động sản, http://lrem.hcmuaf.edu.vn"
Khoa Lâm nghiệp phụ trách ngành nào liên quan đến đô thị?,Lâm nghiệp đô thị
Khoa nào đào tạo ngành Công nghệ thực phẩm và có website là https://ceft.hcmuaf.edu.vn?,Khoa Công nghệ Hóa học và Thực phẩm
Ngành Thú y vừa là chương trình tiên tiến vừa được đào tạo tại phân hiệu nào?,Trường Đại học Nông Lâm TP.HCM (chính quy) và Phân hiệu Gia Lai
"Ngành nào được đào tạo tại cả Phân hiệu Gia Lai và Ninh Thuận, và liên quan đến kinh tế?",Quản trị kinh doanh
Phân hiệu nào đào tạo ngành Giáo dục Mầm non?,Phân hiệu Ninh Thuận
Khoa nào phụ trách ngành Bảo vệ thực vật và có số điện thoại 028.38961710?,Khoa Nông học
Khoa nào đào tạo ngành Khoa học sinh học và có website là http://biotech.hcmuaf.edu.vn?,Khoa Công nghệ Sinh học
Khoa nào phụ trách cả ngành Kỹ thuật Môi trường và Cảnh quan & Kỹ thuật hoa viên?,Khoa Môi trường và Tài nguyên
Ngành Nuôi trồng thủy sản và Công nghệ chế biến thủy sản được đào tạo bởi khoa nào?,Khoa Thủy sản
Khoa có website http://ffl.hcmuaf.edu.vn phụ trách ngành nào liên quan đến ngôn ngữ?,Ngôn ngữ Anh
Khoa Kinh tế đào tạo ngành nào liên quan đến phát triển nông thôn?,Phát triển nông thôn
Ngành Công nghệ kỹ thuật cơ khí thuộc chương trình nào ngoài hệ chính quy?,Chương trình nâng cao
Tân sinh viên phải tham gia những nội dung gì trong chương trình SHCD - SV?,"Hướng dẫn phương pháp học đại học, sử dụng tiện ích Online, sử dụng thư viện, đăng ký môn học, phổ biến quy chế học vụ, giới thiệu hoạt động Đoàn - Hội, giao lưu với thầy cô và sinh viên trong khoa."
Website nào đăng tải kế hoạch và nội dung sinh hoạt công dân - sinh viên?,https://go.hcmuaf.edu.vn/lichshcd2024
Sinh viên năm cuối được định hướng về những nội dung gì trong SHCD - SV?,"Định hướng nghề nghiệp - khởi nghiệp, thông tin tình hình kinh tế - chính trị - xã hội, học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh."
Điều gì xảy ra nếu sinh viên không tham gia hoặc tham gia không đầy đủ SHCD - SV?,"Bị xem như chưa hoàn thành nhiệm vụ học tập và rèn luyện, sẽ bị xử lý theo quy định của Trường."
Sinh viên phải làm gì sau khi tham gia SHCD - SV để được công nhận hoàn thành?,Làm bài thu hoạch đạt yêu cầu.
Hai chương trình tình nguyện lớn thường niên của sinh viên là gì?,Chiến dịch tình nguyện Mùa hè xanh và Chiến dịch Xuân tình nguyện.
Tên cuộc thi khởi nghiệp được tổ chức tại Trường là gì?,Cuộc thi Khởi nghiệp Nông nghiệp
Những lễ tuyên dương nào được tổ chức để ghi nhận thành tích của sinh viên?,"Lễ tuyên dương Thanh niên tiên tiến làm theo lời Bác, Lễ tuyên dương Sinh viên 5 tốt, Lễ tuyên dương hoạt động học thuật, khoa học công nghệ, khởi nghiệp."
Những hoạt động nào thể hiện tinh thần tương thân tương ái của sinh viên Nông Lâm?,"Chương trình Vì đàn em thân yêu, Ánh trăng cho em, Vì nụ cười trẻ thơ, Hiến máu tình nguyện."
Hoạt động nào trong phong trào sinh viên mang ý nghĩa truyền thống và lịch sử?,"Chương trình Về nguồn, Hành trình đi tìm địa chỉ đỏ, Hành trình đến với bảo tàng."
"CLB nào có slogan là ""Dám nghĩ - biết làm - dám hành động"" và hoạt động trong lĩnh vực đào tạo Cán bộ Đoàn–Hội?",CLB Cán bộ Đoàn Ngôi Sao Xanh
CLB nào thuộc khoa Khoa học sinh học và có email là bec@tuoitrenonglam.com?,BEC English Club
CLB thể thao nào có chủ nhiệm tên là Hồ Thanh Tú?,CLB Bóng rổ Đại học Nông Lâm
CLB Du lịch Sinh thái do khoa nào quản lý và hoạt động trong các lĩnh vực nào?,"Đoàn–Hội khoa Môi trường – Tài nguyên; Học thuật, bảo vệ môi trường, hoạt động thiện nguyện xã hội"
CLB nào có lĩnh vực hoạt động là nghiên cứu khoa học và có chủ nhiệm là Nguyễn Nữ Mai Thơ?,CLB Dược Thú Y
Email của CLB chuyên tư vấn tuyển sinh và hỗ trợ sinh viên là gì?,ac@tuoitrenonglam.com
CLB nào thuộc khoa Ngoại ngữ – Sư phạm và có fanpage là https://www.facebook.com/FiRE.EnglishClub?,FIRE English Club
CLB B.A.S hoạt động trong những lĩnh vực nào và được quản lý bởi đơn vị nào?,"Kỹ năng, thể thao, tình nguyện, học thuật, văn nghệ, truyền thông; Phòng Công tác sinh viên"
CLB thể thao nào có slogan “Rèn luyện tinh thần và thể lực để vững bước cho tương lai. Kiai!”?,CLB Karate-Do
CLB nào thuộc Trung tâm Hỗ trợ Sinh viên & Quan hệ Doanh nghiệp và có slogan là “Đồng hành cùng sinh viên!”?,CLB Kết Nối Thành Công
CLB Khởi nghiệp do Trung tâm Ươm tạo Doanh nghiệp công nghệ quản lý có slogan là gì?,Ươm mầm ý tưởng – Vững bước thành công
CLB nào hoạt động trong lĩnh vực học thuật và có chủ nhiệm là Võ Minh Trường?,CLB Một Sức Khỏe TP.HCM (HCMC One Health Club)
"CLB nào do Thư viện quản lý, hoạt động trong lĩnh vực học thuật và truyền thông?",CLB Sách và Hành Động Nông Lâm TP.HCM
CLB nào của khoa Công nghệ Hóa học và Thực phẩm hoạt động về ngoại ngữ?,CLB Tiếng Anh khoa Công nghệ Hóa học và Thực phẩm (Seeds For Future - SFF)
CLB nào có slogan “Will be the better not be the best” và thuộc khoa Kinh tế?,CLB Tiếng Anh Khoa Kinh tế – EFB (English For Business Club)
CLB thể thao điện tử nào được quản lý bởi Phòng Công tác Sinh viên?,CLB PWF Gaming
CLB học thuật nào thuộc khoa Chăn nuôi Thú y có tên là Engscope?,CLB Thú Y Engscope
CLB truyền thông nào có slogan “Nơi cảm xúc tôi và bạn hòa tan”?,CLB Truyền thông Nông Lâm Radio
CLB nào thuộc lĩnh vực truyền thông và động vật hoang dã do Lê Tường Vi làm đội trưởng?,Wildlife Vet Student Club
"CLB nào hoạt động trong lĩnh vực tình nguyện, học thuật, môi trường và thể thao?",CLB Yêu Môi Trường
"Tổ chức nào có lĩnh vực hoạt động về tư tưởng, lý luận chính trị, kiến thức lịch sử, xã hội?",Tổ Tu Dưỡng Rèn Luyện Hạt Giống Đỏ
Đội nào có slogan là “Sống là cho đâu chỉ nhận riêng mình” và hoạt động tình nguyện xã hội?,Đội Công Tác Xã Hội
"Đội nào thuộc khoa Chăn nuôi Thú y, hoạt động trong lĩnh vực hỗ trợ Đoàn – Hội, và có đội trưởng là Trần Viết Nguyên Chương?",Đội Khát Vọng Tuổi Trẻ Khoa Chăn nuôi Thú y
Đội nào thuộc khoa Lâm nghiệp có khẩu hiệu “Nhiệt huyết – Đoàn kết – Hành động”?,Đội Nhiệt Huyết Rừng Xanh
Đội văn nghệ nào có slogan là “Music – Friend - Bioscience” và thuộc khoa Khoa học Sinh học?,Đội Văn nghệ MFB – Melody From Bio
Đội Văn nghệ Rạng Đông thuộc đơn vị nào và có lĩnh vực hoạt động gì?,"Đoàn Thanh niên; Văn nghệ, Truyền thông"
"Đội nào có slogan “Nhịp Điệu Xanh, mãi trong tim…” và được quản lý bởi Hội Sinh viên trường?",Đội Văn nghệ Xung kích Nhịp Điệu Xanh
"Đội nào thuộc khoa Khoa học Sinh học hoạt động cả trong tình nguyện, văn nghệ và bảo vệ môi trường?",Đội Xung kích Khoa Khoa học Sinh học
Hội cổ động viên có tên gọi là gì và thuộc đơn vị nào quản lý?,Hội cổ động viên Nong Lam Buffaloes (NLB); Hội Thể thao
Đội nào có email là melodyfrombiotech@tuoitrenonglam.com và hoạt động trong lĩnh vực văn nghệ?,Đội Văn nghệ MFB – Melody From Bio
"Đội nào có slogan “Xung kích, kết nối nhiệt huyết – tình nguyện – trách nhiệm” và chủ nhiệm là Đỗ Minh Anh?",Đội Xung kích Khoa Khoa học Sinh học
Tên fanpage của đội cổ động thể thao tại Trường Đại học Nông Lâm TP.HCM là gì?,https://www.facebook.com/NonglamBuffaloes
Địa chỉ của cơ sở chính Trường Đại học Nông Lâm TP.HCM nằm ở đâu?,"Khu phố 22-23, Phường Linh Trung, Thành phố Thủ Đức, Thành phố Hồ Chí Minh."
Website chính thức của cơ sở chính Trường Đại học Nông Lâm TP.HCM là gì?,https://www.hcmuaf.edu.vn
Email liên hệ của văn phòng hành chính tại cơ sở chính là gì?,vphanhchinh@hcmuaf.edu.vn
Phân hiệu Ninh Thuận của Trường Đại học Nông Lâm TP.HCM có địa chỉ ở đâu?,"Số 8 đường Yên Ninh, Thị trấn Khánh Hải, Huyện Ninh Hải, Tỉnh Ninh Thuận"
Số điện thoại của phân hiệu Gia Lai là gì?,0269.3877.035
Website của phân hiệu Gia Lai là gì?,https://phgl.hcmuaf.edu.vn/
Email liên hệ với phân hiệu tại Ninh Thuận là gì?,phnt@hcmuaf.edu.vn
Địa chỉ của phân hiệu Trường tại Gia Lai nằm ở đâu?,"Đường Trần Nhật Duật, Thôn 01, Xã Diên Phú, Thành phố Pleiku, Tỉnh Gia Lai"
Cơ sở nào của Trường Đại học Nông Lâm TP.HCM có địa chỉ tại Thành phố Thủ Đức?,Cơ sở chính
"Phân hiệu nào có địa chỉ ở Thị trấn Khánh Hải, Huyện Ninh Hải?",Phân hiệu tại Ninh Thuận
Sinh viên được cấp những giấy tờ gì khi đủ điều kiện công nhận tốt nghiệp?,"Bằng tốt nghiệp, bảng điểm học tập và rèn luyện, hồ sơ sinh viên, các giấy tờ có liên quan khác và được giải quyết các thủ tục hành chính."
Trong trường hợp nào sinh viên được xét vào ký túc xá?,Khi được xét theo quy định của trường và ưu tiên theo Quy chế công tác sinh viên nội trú của Bộ Giáo dục và Đào tạo.
Sinh viên được tạo điều kiện tham gia những hoạt động nào ngoài học tập?,"Tham gia tổ chức Đảng, Đoàn TNCS Hồ Chí Minh, Hội Sinh viên, Hội Liên hiệp Thanh niên, các tổ chức tự quản, hoạt động xã hội, văn hóa, văn nghệ, thể thao lành mạnh."
Những hoạt động học thuật nào sinh viên được tham gia theo quyền lợi của mình?,"Nghiên cứu khoa học, thi sinh viên giỏi, thi Olympic các môn học, thi sáng tạo tài năng trẻ."
Sinh viên có quyền gì trong việc đề xuất ý kiến về hoạt động của nhà trường?,"Được trực tiếp hoặc thông qua đại diện hợp pháp kiến nghị, đề đạt nguyện vọng, và khiếu nại lên Hiệu trưởng các vấn đề liên quan đến quyền, lợi ích chính đáng."
Sinh viên có quyền nghỉ học như thế nào theo quy định?,"Được nghỉ học tạm thời, tạm ngừng học, học theo tiến độ chậm hoặc nhanh, học cùng lúc hai chương trình, chuyển trường; được nghỉ hè, tết, lễ theo quy định."
Những chính sách nào của Nhà nước mà sinh viên được hưởng?,"Ưu tiên, học bổng từ tổ chức/cá nhân trong và ngoài nước, miễn giảm phí dịch vụ công cộng như giao thông, giải trí, viện bảo tàng, di tích lịch sử, công trình văn hóa."
Điều kiện nào để sinh viên được nhận vào học đúng ngành nghề đã đăng ký?,Phải đủ điều kiện trúng tuyển theo quy định của Bộ Giáo dục và Đào tạo và nhà trường.
Sinh viên tốt nghiệp loại giỏi và rèn luyện tốt được hưởng quyền lợi gì?,"Được hưởng chính sách ưu tiên của Nhà nước trong tuyển dụng vào các cơ quan Nhà nước và các chính sách ưu tiên khác về tuyển dụng cán bộ, công chức, viên chức."
"Trong học tập, sinh viên được sử dụng những phương tiện gì theo quyền lợi?","Thư viện, trang thiết bị, phương tiện phục vụ học tập, thí nghiệm, nghiên cứu khoa học, văn hóa, văn nghệ, thể dục, thể thao."
Sinh viên có nghĩa vụ gì trong việc bảo vệ tài sản của nhà trường và phát huy truyền thống?,"Giữ gìn và bảo vệ tài sản của nhà trường; góp phần xây dựng, bảo vệ và phát huy truyền thống."
Sinh viên phải tham gia những hoạt động tình nguyện nào phù hợp với năng lực và sức khỏe?,"Lao động công ích, hoạt động tình nguyện vì cộng đồng."
Sinh viên phải đóng học phí như thế nào?,Đóng học phí đúng thời hạn theo quy định.
Sinh viên không được làm gì trong phòng thi để tránh gian lận?,"Không được quay cóp, mang tài liệu vào phòng thi, xin điểm, nhờ người khác thi hộ, sao chép tiểu luận/đồ án/khóa luận."
Sinh viên bị cấm sử dụng hoặc phát tán những chất hoặc thông tin nào trong trường?,"Sử dụng vũ khí, chất nổ, chất ma túy, hóa chất cấm, tài liệu/ấn phẩm/thông tin phản động, đồi trụy và mê tín dị đoan."
Sinh viên không được tham gia hoặc cổ vũ hoạt động trái phép nào?,"Đua xe trái phép và tụ tập đông người, biểu tình trái pháp luật."
"Khi phát hiện hành vi tiêu cực hoặc gian lận trong học tập, sinh viên phải làm gì?","Kịp thời báo cáo với khoa, phòng chức năng, Hiệu trưởng nhà trường hoặc cơ quan có thẩm quyền."
Sinh viên được điều động làm việc sau khi nhận học bổng phải thực hiện gì?,Chấp hành nghĩa vụ làm việc có thời hạn theo sự điều động của Nhà nước; nếu không chấp hành phải bồi hoàn học bổng.
Sinh viên không được đăng tải nội dung nào trên mạng xã hội?,"Nội dung xuyên tạc, dung tục, xâm phạm quyền con người hoặc kích động biểu tình trái pháp luật, gây rối, chống phá Đảng, Nhà nước."
"Sinh viên có nghĩa vụ tôn trọng nhà giáo và cán bộ nhà trường (Điều 5), vậy hành vi cụ thể nào đối với họ bị nghiêm cấm theo Điều 6?","Xúc phạm nhân phẩm, danh dự, xâm phạm thân thể nhà giáo, cán bộ, nhân viên nhà trường (Điều 6.1)."
"Theo Điều 5, sinh viên phải thực hiện nhiệm vụ học tập và rèn luyện trung thực, nhưng những hình thức gian lận nào trong học tập bị cấm tuyệt đối theo Điều 6?","Quay cóp, mang tài liệu vào phòng thi, xin điểm; học, thi, thực tập, trực hộ người khác hoặc nhờ người khác; sao chép, nhờ hoặc làm hộ tiểu luận, đồ án, khóa luận; tổ chức hoặc tham gia tổ chức thi hộ và các hành vi gian lận khác (Điều 6.2)."
"Trong khi sinh viên có nghĩa vụ tham gia phòng chống tiêu cực, gian lận trong học tập (Điều 5.9), thì hành vi gian lận cụ thể nào được liệt kê là không được làm trong Điều 6?","Các hành vi được mô tả tại Điều 6.2, bao gồm quay cóp, mang tài liệu vào phòng thi, xin điểm, học/thi hộ, làm hộ tiểu luận/đồ án/khóa luận, tổ chức thi hộ."
"Sinh viên có nghĩa vụ tham gia đảm bảo an ninh, trật tự (Điều 5.10), vậy những hành vi nào liên quan đến gây rối an ninh hoặc tụ tập trái phép bị cấm theo Điều 6?","Tham gia tụ tập đông người, biểu tình, khiếu kiện trái pháp luật; Gây rối an ninh, trật tự trong trường hoặc nơi công cộng (Điều 6.4)."
"Với nghĩa vụ chấp hành pháp luật Nhà nước (Điều 5.1), những hành vi nào liên quan đến các chất cấm, vũ khí hoặc thông tin phản động bị sinh viên nghiêm cấm thực hiện theo Điều 6?","Sản xuất, buôn bán, vận chuyển, phát tán, tàng trữ, sử dụng hoặc lôi kéo người khác sử dụng vũ khí, chất nổ, các chất ma tuý, các loại hóa chất cấm sử dụng, các tài liệu, ấn phẩm, thông tin phản động, đồi trụy và các tài liệu cấm khác (Điều 6.7)."
"Khoản 1 quy định số lượng sinh viên tối thiểu cho lớp lý thuyết là 30, vậy điều gì sẽ xảy ra nếu lớp lý thuyết có ít hơn 30 sinh viên đăng ký theo Khoản 2a và Khoa/Bộ môn có thể làm gì để lớp vẫn diễn ra theo Khoản 2d?","Lớp học phần lý thuyết có số lượng đăng ký ít hơn 30 sinh viên sẽ bị hủy (Khoản 2a), trừ khi Khoa/Bộ môn có văn bản đề nghị duy trì lớp (có cam kết giải pháp tài chính) và được Hiệu trưởng phê duyệt (Khoản 2d)."
"Theo Khoản 2, lớp thực hành sẽ bị hủy nếu có dưới 20 sinh viên đăng ký. Nếu Khoa/Bộ môn muốn duy trì lớp này theo Khoản 2d, học phí cho mỗi sinh viên trong lớp đó sẽ được tính như thế nào?",Mức thu học phí học phần thực hành trong trường hợp này được tính theo công thức: (Đơn giá/tín chỉ x Số tín chỉ x 20) / Số lượng sinh viên đăng ký (Khoản 2d).
"Điều kiện về số lượng sinh viên tối thiểu để mở lớp học phần lý thuyết là 30 theo Khoản 1. Vậy nếu có 30 sinh viên cùng nguyện vọng học một học phần chưa có trong kế hoạch, thủ tục để mở thêm lớp học phần này theo Khoản 3 là gì?","Nếu có từ 30 sinh viên có nguyện vọng học, Khoa/Bộ môn phụ trách học phần đó đề xuất và được sự chấp thuận của Hiệu trưởng, Trường sẽ mở thêm lớp học phần theo đề nghị (Khoản 3)."
